"Order_ID","Buyer_ID","Supplier_ID","Product_Category","Quantity_Ordered","Order_Date","Dispatch_Date","Delivery_Date","Shipping_Mode","Order_Value_USD","Delay_Days","Disruption_Type","Disruption_Severity","Supply_Risk_Flag","order_month","Days_Until_Delivered","Days_Until_Dispatch","Actual_Transit_Days","Order_Quarter","On_Time_Flag"
"O1174","B47","S8","Textiles",273,2023-10-28,2023-10-31,2023-11-08,"Road",23472.71,0,"None","None",0,"2023-10",11,3,8,"Q4",1
"O1175","B29","S12","Pharma",427,2023-11-04,2023-11-08,2023-11-09,"Air",48193.21,0,"None","None",0,"2023-11",5,4,1,"Q4",1
"O1176","B14","S20","Food",812,2023-12-02,2023-12-03,2023-12-12,"Road",26192.1,0,"None","None",0,"2023-12",10,1,9,"Q4",1
"O1177","B19","S4","Electronics",105,2023-08-22,2023-08-25,2023-08-31,"Road",34038.34,0,"None","None",0,"2023-08",9,3,6,"Q3",1
"O1178","B26","S5","Machinery",97,2023-01-08,2023-01-09,2023-01-13,"Sea",15937.26,0,"None","None",0,"2023-01",5,1,4,"Q1",1
"O1179","B2","S16","Electronics",87,2023-12-07,2023-12-09,2023-12-11,"Road",38812.57,1,"Shortage","High",1,"2023-12",4,2,2,"Q4",0
"O1180","B34","S21","Electronics",297,2023-05-09,2023-05-11,2023-05-27,"Rail",38759.61,7,"Strike","Low",1,"2023-05",18,2,16,"Q2",0
"O1181","B26","S8","Food",129,2023-09-21,2023-09-24,2023-09-26,"Sea",26304.15,1,"Weather","Medium",1,"2023-09",5,3,2,"Q3",0
"O1182","B48","S30","Electronics",823,2023-06-06,2023-06-09,2023-06-28,"Air",48812.68,10,"Weather","Medium",1,"2023-06",22,3,19,"Q2",0
"O1183","B3","S29","Pharma",500,2023-12-18,2023-12-21,2023-12-22,"Rail",6714.74,0,"None","None",0,"2023-12",4,3,1,"Q4",1
"O1184","B37","S10","Pharma",921,2023-12-24,2023-12-28,2024-01-03,"Air",1338.91,0,"None","None",0,"2023-12",10,4,6,"Q4",1
"O1185","B47","S28","Textiles",461,2023-01-05,2023-01-07,2023-01-24,"Road",38622.83,10,"Customs","High",1,"2023-01",19,2,17,"Q1",0
"O1186","B36","S3","Machinery",509,2023-03-27,2023-03-28,2023-03-31,"Rail",40454.2,0,"None","None",0,"2023-03",4,1,3,"Q1",1
"O1187","B14","S16","Electronics",174,2023-06-24,2023-06-27,2023-06-30,"Rail",6450.26,2,"Strike","Low",1,"2023-06",6,3,3,"Q2",0
"O1188","B10","S15","Electronics",191,2023-10-17,2023-10-20,2023-10-29,"Air",13646.35,1,"Shortage","High",1,"2023-10",12,3,9,"Q4",0
"O1189","B12","S24","Food",478,2023-07-12,2023-07-14,2023-07-21,"Rail",1368.84,3,"Weather","Low",1,"2023-07",9,2,7,"Q3",0
"O1190","B38","S1","Pharma",919,2023-11-07,2023-11-11,2023-11-23,"Rail",15018.78,5,"Customs","Medium",1,"2023-11",16,4,12,"Q4",0
"O1191","B29","S11","Machinery",744,2023-04-29,2023-05-03,2023-05-06,"Rail",38770.52,0,"None","None",0,"2023-04",7,4,3,"Q2",1
"O1192","B11","S26","Textiles",832,2023-08-06,2023-08-08,2023-08-22,"Road",26139.05,10,"Customs","Low",1,"2023-08",16,2,14,"Q3",0
"O1193","B19","S1","Pharma",953,2023-04-24,2023-04-27,2023-05-03,"Air",17730.73,0,"None","None",0,"2023-04",9,3,6,"Q2",1
"O1194","B29","S1","Textiles",987,2023-05-25,2023-05-26,2023-05-29,"Rail",18901.1,0,"None","None",0,"2023-05",4,1,3,"Q2",1
"O1195","B24","S28","Food",16,2023-01-26,2023-01-27,2023-02-01,"Sea",567,0,"None","None",0,"2023-01",6,1,5,"Q1",1
"O1196","B31","S25","Food",339,2023-05-16,2023-05-20,2023-05-23,"Sea",15340.13,0,"None","None",0,"2023-05",7,4,3,"Q2",1
"O1197","B36","S24","Electronics",784,2023-10-30,2023-11-03,2023-11-09,"Sea",32499.71,5,"Weather","Medium",1,"2023-10",10,4,6,"Q4",0
"O1198","B49","S14","Machinery",682,2023-08-20,2023-08-23,2023-09-07,"Sea",48722.62,10,"Customs","Low",1,"2023-08",18,3,15,"Q3",0
"O1199","B23","S10","Textiles",160,2023-03-17,2023-03-19,2023-03-25,"Road",42429.51,0,"None","None",0,"2023-03",8,2,6,"Q1",1
"O1200","B13","S8","Pharma",94,2023-11-24,2023-11-27,2023-12-11,"Rail",1667.95,10,"Customs","High",1,"2023-11",17,3,14,"Q4",0
"O1201","B26","S4","Food",156,2023-12-11,2023-12-15,2023-12-25,"Air",44978.75,2,"Shortage","Medium",1,"2023-12",14,4,10,"Q4",0
"O1202","B37","S19","Electronics",633,2023-10-29,2023-10-31,2023-11-10,"Rail",39268.32,5,"Customs","Low",1,"2023-10",12,2,10,"Q4",0
"O1203","B40","S30","Electronics",390,2023-10-16,2023-10-19,2023-10-24,"Road",39128.62,0,"None","None",0,"2023-10",8,3,5,"Q4",1
"O1204","B13","S29","Textiles",924,2023-01-01,2023-01-04,2023-01-23,"Sea",23170.79,10,"Customs","High",1,"2023-01",22,3,19,"Q1",0
"O1205","B6","S16","Food",557,2023-05-27,2023-05-29,2023-06-05,"Road",20201.26,0,"None","None",0,"2023-05",9,2,7,"Q2",1
"O1206","B44","S13","Machinery",294,2023-10-14,2023-10-18,2023-10-21,"Rail",15494.33,0,"None","None",0,"2023-10",7,4,3,"Q4",1
"O1207","B47","S3","Food",709,2023-05-22,2023-05-26,2023-06-02,"Air",3751.9,2,"Strike","Medium",1,"2023-05",11,4,7,"Q2",0
"O1208","B45","S1","Textiles",91,2023-02-22,2023-02-26,2023-03-04,"Road",11797.65,0,"None","None",0,"2023-02",10,4,6,"Q1",1
"O1209","B7","S26","Textiles",523,2023-10-31,2023-11-04,2023-11-07,"Air",12706.88,0,"None","None",0,"2023-10",7,4,3,"Q4",1
"O1210","B18","S5","Food",906,2023-03-10,2023-03-14,2023-03-25,"Road",24461.81,3,"Weather","Medium",1,"2023-03",15,4,11,"Q1",0
"O1211","B30","S9","Textiles",824,2023-12-27,2023-12-30,2024-01-08,"Air",37498.5,0,"None","None",0,"2023-12",12,3,9,"Q4",1
"O1212","B31","S3","Food",718,2023-03-31,2023-04-04,2023-04-07,"Air",23953.59,0,"None","None",0,"2023-03",7,4,3,"Q1",1
"O1213","B18","S20","Pharma",925,2023-08-08,2023-08-09,2023-08-13,"Sea",3363.3,2,"Customs","Medium",1,"2023-08",5,1,4,"Q3",0
"O1214","B40","S3","Food",532,2023-07-11,2023-07-14,2023-07-26,"Air",47910.6,3,"Customs","Low",1,"2023-07",15,3,12,"Q3",0
"O1215","B30","S5","Food",755,2023-03-04,2023-03-07,2023-03-17,"Sea",47164.85,7,"Shortage","Medium",1,"2023-03",13,3,10,"Q1",0
"O1216","B44","S29","Textiles",395,2023-03-14,2023-03-16,2023-03-21,"Rail",39366.88,1,"Shortage","High",1,"2023-03",7,2,5,"Q1",0
"O1217","B13","S17","Textiles",716,2023-06-10,2023-06-14,2023-06-25,"Rail",49570.73,3,"Shortage","Medium",1,"2023-06",15,4,11,"Q2",0
"O1218","B27","S27","Electronics",480,2023-06-18,2023-06-19,2023-06-23,"Sea",27451.88,0,"None","None",0,"2023-06",5,1,4,"Q2",1
"O1219","B3","S15","Electronics",128,2023-03-30,2023-04-02,2023-04-04,"Sea",48157.03,0,"None","None",0,"2023-03",5,3,2,"Q1",1
"O1220","B50","S28","Pharma",405,2023-06-25,2023-06-29,2023-07-11,"Road",4242.45,3,"Strike","Medium",1,"2023-06",16,4,12,"Q2",0
"O1221","B1","S3","Electronics",541,2023-09-26,2023-09-29,2023-10-02,"Road",18601.2,0,"None","None",0,"2023-09",6,3,3,"Q3",1
"O1222","B25","S25","Food",270,2023-03-14,2023-03-15,2023-03-25,"Road",11656.37,1,"Weather","High",1,"2023-03",11,1,10,"Q1",0
"O1223","B42","S13","Textiles",814,2023-09-02,2023-09-06,2023-09-09,"Rail",10193.74,2,"Strike","High",1,"2023-09",7,4,3,"Q3",0
"O1224","B9","S1","Electronics",943,2023-03-18,2023-03-21,2023-04-01,"Road",7469.75,2,"Customs","Low",1,"2023-03",14,3,11,"Q1",0
"O1225","B47","S19","Electronics",265,2023-06-08,2023-06-10,2023-06-11,"Air",31309.48,0,"None","None",0,"2023-06",3,2,1,"Q2",1
"O1226","B18","S26","Pharma",743,2023-11-20,2023-11-24,2023-12-01,"Air",39175.43,3,"Customs","Medium",1,"2023-11",11,4,7,"Q4",0
"O1227","B28","S21","Pharma",914,2023-04-08,2023-04-09,2023-04-12,"Road",29125.77,2,"Strike","Medium",1,"2023-04",4,1,3,"Q2",0
"O1228","B13","S22","Food",235,2023-04-12,2023-04-13,2023-04-24,"Air",7774.65,3,"Strike","Low",1,"2023-04",12,1,11,"Q2",0
"O1229","B39","S20","Textiles",62,2023-05-12,2023-05-14,2023-05-15,"Rail",40650.63,0,"None","None",0,"2023-05",3,2,1,"Q2",1
"O1230","B17","S24","Pharma",949,2023-04-12,2023-04-15,2023-04-18,"Air",31979.76,1,"Shortage","High",1,"2023-04",6,3,3,"Q2",0
"O1231","B13","S11","Electronics",876,2023-01-19,2023-01-23,2023-01-28,"Rail",19714.2,0,"None","None",0,"2023-01",9,4,5,"Q1",1
"O1232","B2","S7","Textiles",509,2023-03-23,2023-03-26,2023-04-10,"Sea",33869.45,10,"Customs","Medium",1,"2023-03",18,3,15,"Q1",0
"O1233","B28","S7","Textiles",515,2023-10-06,2023-10-09,2023-10-11,"Sea",13365.3,0,"None","None",0,"2023-10",5,3,2,"Q4",1
"O1234","B40","S25","Electronics",863,2023-12-05,2023-12-06,2023-12-08,"Sea",17587.01,0,"None","None",0,"2023-12",3,1,2,"Q4",1
"O1235","B17","S23","Pharma",373,2023-12-31,2024-01-04,2024-01-08,"Sea",45915.55,2,"Strike","Medium",1,"2023-12",8,4,4,"Q4",0
"O1236","B19","S24","Electronics",289,2023-11-27,2023-11-28,2023-12-07,"Air",14879.97,0,"None","None",0,"2023-11",10,1,9,"Q4",1
"O1237","B46","S9","Textiles",602,2023-05-09,2023-05-13,2023-05-19,"Road",23764.42,0,"None","None",0,"2023-05",10,4,6,"Q2",1
"O1238","B48","S23","Machinery",723,2023-12-10,2023-12-11,2023-12-12,"Air",44561.99,0,"None","None",0,"2023-12",2,1,1,"Q4",1
"O1239","B25","S18","Machinery",167,2023-11-06,2023-11-09,2023-11-17,"Rail",35532.21,0,"None","None",0,"2023-11",11,3,8,"Q4",1
"O1240","B32","S12","Food",641,2023-03-30,2023-04-03,2023-04-08,"Air",3579.06,0,"None","None",0,"2023-03",9,4,5,"Q1",1
"O1241","B6","S10","Electronics",68,2023-08-01,2023-08-05,2023-08-14,"Air",7791.5,0,"None","None",0,"2023-08",13,4,9,"Q3",1
"O1242","B46","S26","Electronics",736,2023-05-23,2023-05-26,2023-06-03,"Rail",888.16,0,"None","None",0,"2023-05",11,3,8,"Q2",1
"O1243","B17","S1","Food",137,2023-03-06,2023-03-10,2023-03-16,"Sea",31730.63,0,"None","None",0,"2023-03",10,4,6,"Q1",1
"O1244","B44","S15","Food",745,2023-03-17,2023-03-18,2023-03-25,"Sea",22659.83,3,"Weather","Low",1,"2023-03",8,1,7,"Q1",0
"O1245","B46","S29","Food",730,2023-07-18,2023-07-21,2023-07-22,"Sea",7146.61,0,"None","None",0,"2023-07",4,3,1,"Q3",1
"O1246","B26","S24","Textiles",891,2023-05-23,2023-05-26,2023-06-12,"Road",47917.74,10,"Customs","Low",1,"2023-05",20,3,17,"Q2",0
"O1247","B17","S18","Electronics",124,2023-11-12,2023-11-14,2023-11-23,"Rail",26718.16,3,"Shortage","Medium",1,"2023-11",11,2,9,"Q4",0
"O1248","B11","S21","Textiles",218,2023-04-03,2023-04-05,2023-04-09,"Rail",12473.72,0,"None","None",0,"2023-04",6,2,4,"Q2",1
"O1249","B28","S10","Food",535,2023-11-01,2023-11-05,2023-11-07,"Air",25279.88,0,"None","None",0,"2023-11",6,4,2,"Q4",1
"O1250","B49","S29","Electronics",530,2023-08-12,2023-08-14,2023-08-19,"Road",34141.21,0,"None","None",0,"2023-08",7,2,5,"Q3",1
"O1251","B37","S24","Textiles",561,2023-10-18,2023-10-21,2023-11-06,"Sea",4273.84,10,"Weather","Low",1,"2023-10",19,3,16,"Q4",0
"O1252","B1","S23","Textiles",971,2023-04-12,2023-04-14,2023-04-16,"Road",14097.84,1,"Weather","Low",1,"2023-04",4,2,2,"Q2",0
"O1253","B19","S25","Food",246,2023-09-24,2023-09-28,2023-10-08,"Rail",40444.79,1,"Shortage","Medium",1,"2023-09",14,4,10,"Q3",0
"O1254","B21","S19","Electronics",290,2023-12-21,2023-12-22,2024-01-05,"Rail",23253.41,5,"Weather","Medium",1,"2023-12",15,1,14,"Q4",0
"O1255","B35","S29","Food",368,2023-04-20,2023-04-21,2023-04-27,"Air",27555.57,0,"None","None",0,"2023-04",7,1,6,"Q2",1
"O1256","B46","S23","Electronics",210,2023-11-26,2023-11-30,2023-12-02,"Air",21924.39,0,"None","None",0,"2023-11",6,4,2,"Q4",1
"O1257","B20","S24","Machinery",767,2023-09-22,2023-09-25,2023-10-02,"Rail",2673.05,5,"Customs","Low",1,"2023-09",10,3,7,"Q3",0
"O1258","B8","S10","Pharma",287,2023-01-03,2023-01-06,2023-01-13,"Sea",8704.61,0,"None","None",0,"2023-01",10,3,7,"Q1",1
"O1259","B45","S29","Pharma",244,2023-03-26,2023-03-28,2023-04-06,"Sea",22554.31,0,"None","None",0,"2023-03",11,2,9,"Q1",1
"O1260","B35","S25","Pharma",503,2023-10-09,2023-10-10,2023-10-16,"Road",10854.68,3,"Customs","Low",1,"2023-10",7,1,6,"Q4",0
"O1261","B23","S30","Food",13,2023-11-24,2023-11-26,2023-12-04,"Rail",2973.96,0,"None","None",0,"2023-11",10,2,8,"Q4",1
"O1262","B34","S10","Machinery",675,2023-10-31,2023-11-03,2023-11-19,"Rail",42260.66,7,"Customs","Medium",1,"2023-10",19,3,16,"Q4",0
"O1263","B22","S27","Electronics",451,2023-04-27,2023-04-29,2023-05-09,"Sea",49069.03,3,"Customs","Low",1,"2023-04",12,2,10,"Q2",0
"O1264","B22","S25","Textiles",38,2023-08-09,2023-08-12,2023-08-21,"Sea",39760.57,2,"Shortage","Medium",1,"2023-08",12,3,9,"Q3",0
"O1265","B36","S6","Electronics",118,2023-06-03,2023-06-04,2023-06-07,"Rail",42762.35,0,"None","None",0,"2023-06",4,1,3,"Q2",1
"O1266","B32","S27","Textiles",619,2023-06-02,2023-06-04,2023-06-09,"Air",12477.87,0,"None","None",0,"2023-06",7,2,5,"Q2",1
"O1267","B32","S13","Electronics",736,2023-01-12,2023-01-13,2023-01-20,"Rail",48051.04,0,"None","None",0,"2023-01",8,1,7,"Q1",1
"O1268","B13","S22","Machinery",814,2023-05-13,2023-05-16,2023-05-21,"Rail",10247.82,0,"None","None",0,"2023-05",8,3,5,"Q2",1
"O1269","B39","S24","Textiles",84,2023-10-31,2023-11-04,2023-11-21,"Sea",47595.78,10,"Weather","Medium",1,"2023-10",21,4,17,"Q4",0
"O1270","B6","S30","Food",847,2023-10-20,2023-10-22,2023-10-25,"Sea",49743.56,0,"None","None",0,"2023-10",5,2,3,"Q4",1
"O1271","B20","S7","Electronics",155,2023-10-27,2023-10-30,2023-11-01,"Air",35730.28,0,"None","None",0,"2023-10",5,3,2,"Q4",1
"O1272","B3","S29","Electronics",137,2023-08-16,2023-08-20,2023-08-25,"Air",49066.61,0,"None","None",0,"2023-08",9,4,5,"Q3",1
"O1273","B18","S30","Textiles",862,2023-09-28,2023-10-01,2023-10-10,"Road",28692.22,0,"None","None",0,"2023-09",12,3,9,"Q3",1
"O1274","B22","S23","Food",51,2023-02-12,2023-02-16,2023-03-02,"Rail",13347.32,10,"Strike","Low",1,"2023-02",18,4,14,"Q1",0
"O1275","B38","S22","Food",365,2023-12-09,2023-12-13,2023-12-19,"Sea",22131.3,2,"Customs","High",1,"2023-12",10,4,6,"Q4",0
"O1276","B9","S8","Machinery",50,2023-11-22,2023-11-25,2023-12-01,"Air",29881.27,0,"None","None",0,"2023-11",9,3,6,"Q4",1
"O1277","B36","S24","Food",943,2023-10-29,2023-11-02,2023-11-07,"Road",4117.54,0,"None","None",0,"2023-10",9,4,5,"Q4",1
"O1278","B29","S16","Food",43,2023-12-30,2023-12-31,2024-01-10,"Road",31305.99,1,"Strike","Medium",1,"2023-12",11,1,10,"Q4",0
"O1279","B10","S26","Food",26,2023-01-21,2023-01-25,2023-02-05,"Sea",49068.3,2,"Strike","Low",1,"2023-01",15,4,11,"Q1",0
"O1280","B42","S30","Pharma",686,2023-04-17,2023-04-18,2023-05-04,"Sea",9910.33,10,"Shortage","Medium",1,"2023-04",17,1,16,"Q2",0
"O1281","B17","S29","Machinery",162,2023-12-02,2023-12-03,2023-12-09,"Road",39733.46,3,"Shortage","Low",1,"2023-12",7,1,6,"Q4",0
"O1282","B8","S2","Electronics",387,2023-10-30,2023-11-02,2023-11-07,"Air",45440.99,2,"Weather","Low",1,"2023-10",8,3,5,"Q4",0
"O1283","B48","S9","Textiles",597,2023-04-27,2023-05-01,2023-05-12,"Road",47213.23,5,"Strike","High",1,"2023-04",15,4,11,"Q2",0
"O1284","B7","S14","Electronics",608,2023-05-04,2023-05-06,2023-05-15,"Rail",48026.71,0,"None","None",0,"2023-05",11,2,9,"Q2",1
"O1285","B2","S20","Machinery",638,2023-10-08,2023-10-11,2023-10-22,"Rail",26312.25,3,"Weather","Medium",1,"2023-10",14,3,11,"Q4",0
"O1286","B47","S6","Textiles",883,2023-10-19,2023-10-20,2023-10-28,"Sea",48876.74,0,"None","None",0,"2023-10",9,1,8,"Q4",1
"O1287","B40","S19","Machinery",351,2023-07-22,2023-07-25,2023-07-28,"Air",37986.86,0,"None","None",0,"2023-07",6,3,3,"Q3",1
"O1288","B47","S7","Food",990,2023-02-20,2023-02-21,2023-02-25,"Air",8502.74,0,"None","None",0,"2023-02",5,1,4,"Q1",1
"O1289","B6","S22","Textiles",36,2023-09-28,2023-09-30,2023-10-05,"Rail",24106.56,0,"None","None",0,"2023-09",7,2,5,"Q3",1
"O1290","B8","S17","Food",834,2023-11-20,2023-11-24,2023-11-29,"Road",36057.39,2,"Customs","Medium",1,"2023-11",9,4,5,"Q4",0
"O1291","B17","S29","Electronics",296,2023-10-04,2023-10-05,2023-10-12,"Sea",12743.35,5,"Shortage","Low",1,"2023-10",8,1,7,"Q4",0
"O1292","B42","S17","Electronics",655,2023-05-21,2023-05-24,2023-06-02,"Road",32210.45,2,"Customs","Medium",1,"2023-05",12,3,9,"Q2",0
"O1293","B12","S16","Textiles",740,2023-10-02,2023-10-06,2023-10-09,"Road",33496.72,0,"None","None",0,"2023-10",7,4,3,"Q4",1
"O1294","B30","S12","Textiles",177,2023-10-17,2023-10-19,2023-10-23,"Road",8553.64,0,"None","None",0,"2023-10",6,2,4,"Q4",1
"O1295","B24","S16","Machinery",619,2023-11-30,2023-12-02,2023-12-05,"Air",28471.72,0,"None","None",0,"2023-11",5,2,3,"Q4",1
"O1296","B6","S9","Machinery",277,2023-02-21,2023-02-22,2023-02-27,"Rail",38695.53,1,"Shortage","Medium",1,"2023-02",6,1,5,"Q1",0
"O1297","B2","S28","Food",758,2023-01-27,2023-01-30,2023-02-07,"Air",25195.34,0,"None","None",0,"2023-01",11,3,8,"Q1",1
"O1298","B19","S25","Textiles",830,2023-06-06,2023-06-08,2023-06-17,"Rail",1099.1,0,"None","None",0,"2023-06",11,2,9,"Q2",1
"O1299","B41","S30","Electronics",464,2023-08-27,2023-08-31,2023-09-15,"Sea",947.4,7,"Shortage","High",1,"2023-08",19,4,15,"Q3",0
"O1300","B18","S15","Machinery",915,2023-06-05,2023-06-06,2023-06-15,"Sea",18172.95,0,"None","None",0,"2023-06",10,1,9,"Q2",1
"O1301","B27","S8","Machinery",694,2023-10-18,2023-10-22,2023-11-02,"Road",46346.61,2,"Customs","Medium",1,"2023-10",15,4,11,"Q4",0
"O1302","B7","S4","Electronics",410,2023-05-16,2023-05-20,2023-05-26,"Rail",11819.5,0,"None","None",0,"2023-05",10,4,6,"Q2",1
"O1303","B5","S18","Machinery",931,2023-05-24,2023-05-27,2023-05-28,"Rail",31901,0,"None","None",0,"2023-05",4,3,1,"Q2",1
"O1304","B42","S20","Food",990,2023-04-16,2023-04-17,2023-04-24,"Rail",11492.76,1,"Weather","Low",1,"2023-04",8,1,7,"Q2",0
"O1305","B20","S25","Textiles",485,2023-06-07,2023-06-10,2023-06-15,"Road",16422.66,1,"Customs","Low",1,"2023-06",8,3,5,"Q2",0
"O1306","B31","S12","Electronics",711,2023-05-26,2023-05-27,2023-06-05,"Road",42478.08,0,"None","None",0,"2023-05",10,1,9,"Q2",1
"O1307","B33","S25","Textiles",643,2023-01-02,2023-01-03,2023-01-08,"Sea",36578.64,0,"None","None",0,"2023-01",6,1,5,"Q1",1
"O1308","B15","S6","Machinery",567,2023-03-18,2023-03-19,2023-03-22,"Air",5222.26,1,"Customs","Medium",1,"2023-03",4,1,3,"Q1",0
"O1309","B45","S18","Machinery",585,2023-05-12,2023-05-13,2023-05-18,"Rail",21720.75,0,"None","None",0,"2023-05",6,1,5,"Q2",1
"O1310","B2","S28","Electronics",139,2023-03-31,2023-04-04,2023-04-12,"Rail",1943.9,0,"None","None",0,"2023-03",12,4,8,"Q1",1
"O1311","B48","S13","Food",831,2023-12-11,2023-12-13,2023-12-22,"Air",24304.06,0,"None","None",0,"2023-12",11,2,9,"Q4",1
"O1312","B35","S4","Pharma",372,2023-12-16,2023-12-19,2023-12-20,"Rail",33290.48,0,"None","None",0,"2023-12",4,3,1,"Q4",1
"O1313","B31","S22","Electronics",714,2023-09-20,2023-09-24,2023-09-27,"Road",6365.88,0,"None","None",0,"2023-09",7,4,3,"Q3",1
"O1314","B42","S26","Pharma",828,2023-12-17,2023-12-21,2023-12-27,"Road",14799.8,2,"Shortage","Low",1,"2023-12",10,4,6,"Q4",0
"O1315","B4","S3","Pharma",702,2023-04-18,2023-04-20,2023-05-01,"Rail",20192.91,5,"Customs","Low",1,"2023-04",13,2,11,"Q2",0
"O1316","B15","S24","Food",301,2023-03-15,2023-03-18,2023-03-29,"Road",46016.79,3,"Strike","Low",1,"2023-03",14,3,11,"Q1",0
"O1317","B46","S24","Pharma",380,2023-02-08,2023-02-10,2023-02-16,"Road",49666.12,0,"None","None",0,"2023-02",8,2,6,"Q1",1
"O1318","B45","S24","Pharma",803,2023-06-08,2023-06-09,2023-06-11,"Rail",2723.11,0,"None","None",0,"2023-06",3,1,2,"Q2",1
"O1319","B28","S6","Food",38,2023-03-12,2023-03-16,2023-03-26,"Sea",38169.89,2,"Shortage","High",1,"2023-03",14,4,10,"Q1",0
"O1320","B46","S4","Pharma",158,2023-11-08,2023-11-09,2023-11-12,"Air",18900.34,0,"None","None",0,"2023-11",4,1,3,"Q4",1
"O1321","B20","S7","Pharma",788,2023-08-29,2023-09-02,2023-09-08,"Road",19926.68,0,"None","None",0,"2023-08",10,4,6,"Q3",1
"O1322","B6","S4","Pharma",305,2023-10-25,2023-10-28,2023-11-03,"Sea",37836.12,0,"None","None",0,"2023-10",9,3,6,"Q4",1
"O1323","B42","S21","Electronics",20,2023-02-05,2023-02-09,2023-02-13,"Road",45962.11,1,"Shortage","Medium",1,"2023-02",8,4,4,"Q1",0
"O1324","B12","S16","Electronics",521,2023-03-25,2023-03-27,2023-04-06,"Road",47570.97,1,"Shortage","Low",1,"2023-03",12,2,10,"Q1",0
"O1325","B17","S7","Electronics",685,2023-09-20,2023-09-23,2023-09-27,"Air",29067.57,0,"None","None",0,"2023-09",7,3,4,"Q3",1
"O1326","B25","S24","Food",122,2023-11-06,2023-11-10,2023-11-20,"Road",18177.5,7,"Weather","Low",1,"2023-11",14,4,10,"Q4",0
"O1327","B26","S19","Machinery",196,2023-06-21,2023-06-24,2023-06-28,"Air",39483.68,3,"Shortage","Low",1,"2023-06",7,3,4,"Q2",0
"O1328","B11","S8","Pharma",816,2023-06-22,2023-06-25,2023-07-02,"Air",12924.57,5,"Weather","Medium",1,"2023-06",10,3,7,"Q2",0
"O1329","B3","S15","Pharma",753,2023-12-28,2023-12-31,2024-01-07,"Air",28421.66,1,"Weather","Low",1,"2023-12",10,3,7,"Q4",0
"O1330","B4","S30","Food",236,2023-02-16,2023-02-18,2023-02-24,"Sea",18249.63,0,"None","None",0,"2023-02",8,2,6,"Q1",1
"O1331","B1","S16","Pharma",319,2023-05-21,2023-05-22,2023-05-26,"Rail",33003.24,3,"Customs","Medium",1,"2023-05",5,1,4,"Q2",0
"O1332","B40","S16","Electronics",107,2023-04-28,2023-04-30,2023-05-12,"Sea",12399.75,3,"Strike","High",1,"2023-04",14,2,12,"Q2",0
"O1333","B41","S28","Machinery",64,2023-10-04,2023-10-08,2023-10-11,"Rail",9983.85,0,"None","None",0,"2023-10",7,4,3,"Q4",1
"O1334","B12","S16","Textiles",632,2023-08-02,2023-08-03,2023-08-08,"Rail",45952.83,3,"Strike","Medium",1,"2023-08",6,1,5,"Q3",0
"O1335","B29","S18","Pharma",673,2023-08-08,2023-08-10,2023-08-18,"Air",5539.28,0,"None","None",0,"2023-08",10,2,8,"Q3",1
"O1336","B3","S13","Electronics",767,2023-01-26,2023-01-29,2023-02-06,"Road",25544.92,1,"Shortage","High",1,"2023-01",11,3,8,"Q1",0
"O1337","B23","S5","Textiles",415,2023-01-09,2023-01-11,2023-01-13,"Air",11432.21,0,"None","None",0,"2023-01",4,2,2,"Q1",1
"O1338","B8","S9","Machinery",78,2023-09-28,2023-10-01,2023-10-05,"Road",2427.03,1,"Strike","Medium",1,"2023-09",7,3,4,"Q3",0
"O1339","B50","S26","Textiles",321,2023-01-10,2023-01-14,2023-01-15,"Rail",2282.93,0,"None","None",0,"2023-01",5,4,1,"Q1",1
"O1340","B5","S24","Electronics",298,2023-05-01,2023-05-03,2023-05-11,"Air",9173.48,0,"None","None",0,"2023-05",10,2,8,"Q2",1
"O1341","B22","S6","Textiles",771,2023-05-05,2023-05-09,2023-05-18,"Road",43405.13,3,"Customs","Low",1,"2023-05",13,4,9,"Q2",0
"O1342","B7","S11","Food",557,2023-06-19,2023-06-22,2023-06-26,"Sea",14482.7,3,"Customs","High",1,"2023-06",7,3,4,"Q2",0
"O1343","B33","S21","Textiles",760,2023-03-13,2023-03-14,2023-03-17,"Road",47547.73,2,"Strike","Low",1,"2023-03",4,1,3,"Q1",0
"O1344","B38","S27","Pharma",157,2023-06-01,2023-06-03,2023-06-07,"Air",29290.3,2,"Customs","Low",1,"2023-06",6,2,4,"Q2",0
"O1345","B49","S5","Pharma",476,2023-07-27,2023-07-31,2023-08-06,"Sea",22112.4,1,"Strike","Low",1,"2023-07",10,4,6,"Q3",0
"O1346","B25","S25","Food",748,2023-02-18,2023-02-22,2023-02-27,"Road",29214.4,1,"Strike","Low",1,"2023-02",9,4,5,"Q1",0
"O1347","B45","S17","Electronics",253,2023-06-03,2023-06-06,2023-06-13,"Road",26076.57,0,"None","None",0,"2023-06",10,3,7,"Q2",1
"O1348","B32","S25","Pharma",500,2023-12-13,2023-12-14,2023-12-21,"Road",38059.42,1,"Shortage","Low",1,"2023-12",8,1,7,"Q4",0
"O1349","B8","S1","Machinery",858,2023-10-20,2023-10-21,2023-10-27,"Road",14483.56,0,"None","None",0,"2023-10",7,1,6,"Q4",1
"O1350","B43","S23","Pharma",967,2023-03-09,2023-03-11,2023-03-25,"Road",17975.99,7,"Weather","Low",1,"2023-03",16,2,14,"Q1",0
